,Store_Name,Store_ID
8001,PHC Bhari Ward,99902286
8002,PHC Bhari x-ray Department,99903924
8003,PHC Bharta Khurd de-addiction,99904758
8004,PHC Bharta Khurd Dental Department,99906048
8005,PHC Bharta Khurd Emergency,99902525
8006,PHC Bharta Khurd EPI Wing,99907882
8007,PHC Bharta Khurd Eye Department,99907174
8008,PHC Bharta Khurd Eye OT,99904301
8009,PHC Bharta Khurd Female Ward,99908739
8010,PHC Bharta Khurd General OT,99907500
8011,PHC Bharta Khurd ICTC,99903862
8012,PHC Bharta Khurd Lab Department,99906411
8013,PHC Bharta Khurd Labor Room,99905473
8014,PHC Bharta Khurd Male Ward,99903439
8015,PHC Bharta Khurd PP Unit,99908864
8016,PHC Bharta Khurd Sub Centre,99902945
8017,PHC Bharta Khurd Ultrasound,99903814
8018,PHC Bharta Khurd Ward,99902315
8019,PHC Bharta Khurd x-ray Department,99904397
8020,PHC Bhartgarh,99901504
8021,PHC Bhartgarh de-addiction,99904768
8022,PHC Bhartgarh Dental Department,99906058
8023,PHC Bhartgarh Emergency,99902546
8024,PHC Bhartgarh EPI Wing,99907892
8025,PHC Bhartgarh Eye Department,99907184
8026,PHC Bhartgarh Eye OT,99904311
8027,PHC Bhartgarh Female Ward,99908749
8028,PHC Bhartgarh General OT,99907510
8029,PHC Bhartgarh ICTC,99904595
8030,PHC Bhartgarh Lab Department,99906759
8031,PHC Bhartgarh Labor Room,99905483
8032,PHC Bhartgarh Male Ward,99903449
8033,PHC Bhartgarh OPD,99902756
8034,PHC Bhartgarh PP Unit,99908874
8035,PHC Bhartgarh Sub Centre,99902966
8036,PHC Bhartgarh Ultrasound,99906747
8037,PHC Bhartgarh Ward,99902336
8038,PHC Bhartgarh x-ray Department,99905224
8039,PHC Bhathlan de-addiction,99904698
8040,PHC Bhathlan Dental Department,99905966
8041,PHC Bhathlan Emergency,99902447
8042,PHC Bhathlan EPI Wing,99907822
8043,PHC Bhathlan Eye Department,99907114
8044,PHC Bhathlan Eye OT,99904241
8045,PHC Bhathlan Female Ward,99908679
8046,PHC Bhathlan General OT,99903945
8047,PHC Bhathlan ICTC,99904559
8048,PHC Bhathlan Lab Department,99906377
8049,PHC Bhathlan Labor Room,99905438
8050,PHC Bhathlan Male Ward,99903379
8051,PHC Bhathlan OPD,99902657
8052,PHC Bhathlan PP Unit,99908363
8053,PHC Bhathlan Sub Centre,99902867
8054,PHC Bhathlan Ultrasound,99906723
8055,PHC Bhathlan Ward,99902237
8056,PHC Bhathlan x-ray Department,99905168
8057,PHC Bhikhi Wind,99901396
8058,PHC Bhikhi Wind de-addiction,99904677
8059,PHC Bhikhi Wind Dental Department,99905946
8060,PHC Bhikhi Wind Emergency,99902438
8061,PHC Bhikhi Wind EPI Wing,99907801
8062,PHC Bhikhi Wind Eye Department,99906967
8063,PHC Bhikhi Wind Eye OT,99904220
8064,PHC Bhikhi Wind Female Ward,99908658
8065,PHC Bhikhi Wind General OT,99907423
8066,PHC Bhikhi Wind ICTC,99904538
8067,PHC Bhikhi Wind Lab Department,99906356
8068,PHC Bhikhi Wind Labor Room,99905414
8069,PHC Bhikhi Wind Male Ward,99903358
8070,PHC Bhikhiwind OOAT Center,99913755
8071,PHC Bhikhi Wind OPD,99902648
8072,PHC Bhikhi Wind PP Unit,99908340
8073,PHC Bhikhi Wind Sub Centre,99902858
8074,PHC Bhikhi Wind Ultrasound,99906702
8075,PHC Bhikhi Wind Ward,99902228
8076,PHC Bhikhi Wind x-ray Department,99905148
8077,PHC Bhoa de-addiction,99903865
8078,PHC Bhoa Dental Department,99905873
8079,PHC Bhoa Emergency,99902375
8080,PHC Bhoa EPI Wing,99907754
8081,PHC Bhoa Eye Department,99906921
8082,PHC Bhoa Eye OT,99904173
8083,PHC Bhoa Female Ward,99908611
8084,PHC Bhoa General OT,99907376
8085,PHC Bhoa ICTC,99904491
8086,PHC Bhoa Lab Department,99906309
8087,PHC Bhoa Labor Room,99905368
8088,PHC Bhoa Male Ward,99903312
8089,PHC Bhoa PP Unit,99908293
8090,PHC Bhoa Ptk,99912529
8091,PHC Bhoa Sub Centre,99902795
8092,PHC Bhoa Ultrasound,99906656
8093,PHC Bhoa Ward,99902165
8094,PHC Bhoa x-ray Department,99903675
8095,PHC Bhular de-addiction,99903887
8096,PHC Bhular Dental Department,99905895
8097,PHC Bhular Emergency,99902383
8098,PHC Bhular EPI Wing,99907776
8099,PHC Bhular Eye Department,99906943
8100,PHC Bhular Eye OT,99904195
8101,PHC Bhular Female Ward,99908633
8102,PHC Bhular General OT,99907398
8103,PHC Bhular ICTC,99904513
8104,PHC Bhular Lab Department,99906331
8105,PHC Bhular Labor Room,99905390
8106,PHC Bhular Male Ward,99903334
8107,PHC Bhular OOAT Center,99913835
8108,PHC Bhular Ooat Centre OPD,99914213
8109,PHC Bhular PP Unit,99908315
8110,PHC Bhular Sub Centre,99902803
8111,PHC Bhular Ultrasound,99906678
8112,PHC Bhular Ward,99902173
8113,PHC Bhular x-ray Department,99905124
8114,PHC Bhulath,99901393
8115,PHC Bhulath de-addiction,99904678
8116,PHC Bhulath Dental Department,99905947
8117,PHC Bhulath Emergency,99902435
8118,PHC Bhulath EPI Wing,99907802
8119,PHC Bhulath Eye Department,99906968
8120,PHC Bhulath Eye OT,99904221
8121,PHC Bhulath Female Ward,99908659
8122,PHC Bhulath General OT,99907424
8123,PHC Bhulath ICTC,99904539
8124,PHC Bhulath Lab Department,99906357
8125,PHC Bhulath Labor Room,99905415
8126,PHC Bhulath Male Ward,99903359
8127,PHC Bhulath OPD,99902645
8128,PHC Bhulath PP Unit,99908341
8129,PHC Bhulath Sub Centre,99902855
8130,PHC Bhulath Ultrasound,99906703
8131,PHC Bhulath Ward,99902225
8132,PHC Bhulath x-ray Department,99905149
8133,PHC Bhumbli OOAT Center,99913827
8134,PHC Bhutter Kalan de-addiction,99904662
8135,PHC Bhutter Kalan Dental Department,99905705
8136,PHC Bhutter Kalan Emergency,99902474
8137,PHC Bhutter Kalan EPI Wing,99907567
8138,PHC Bhutter Kalan Eye Department,99907018
8139,PHC Bhutter Kalan Eye OT,99903606
8140,PHC Bhutter Kalan Female Ward,99908424
8141,PHC Bhutter Kalan General OT,99907193
8142,PHC Bhutter Kalan ICTC,99904833
8143,PHC Bhutter Kalan Lab Department,99906126
8144,PHC Bhutter Kalan Labor Room,99905289
8145,PHC Bhutter Kalan Male Ward,99903108
8146,PHC Bhutter Kalan PP Unit,99908106
8147,PHC Bhutter Kalan Sub Centre,99902894
8148,PHC Bhutter Kalan Ultrasound,99906483
8149,PHC Bhutter Kalan Ward,99902264
8150,PHC Bhutter Kalan x-ray Department,99903925
8151,PHC Bilaspur de-addiction,99904719
8152,PHC Bilaspur Dental Department,99906009
8153,PHC Bilaspur Emergency,99902476
8154,PHC Bilaspur EPI Wing,99907843
8155,PHC Bilaspur Eye Department,99907135
8156,PHC Bilaspur Eye OT,99904262
8157,PHC Bilaspur Female Ward,99908700
8158,PHC Bilaspur General OT,99907461
8159,PHC Bilaspur ICTC,99904580
8160,PHC Bilaspur Lab Department,99905613
8161,PHC Bilaspur Labor Room,99905970
8162,PHC Bilaspur Male Ward,99903400
8163,PHC Bilaspur PP Unit,99908384
8164,PHC Bilaspur Sub Centre,99902896
8165,PHC Bilaspur Ultrasound,99906743
8166,PHC Bilaspur Ward,99902266
8167,PHC Bilaspur x-ray Department,99905211
8168,PHC Bilga de-addiction,99904663
8169,PHC Bilga Dental Department,99903777
8170,PHC Bilga Emergency,99902424
8171,PHC Bilga EPI Wing,99907568
8172,PHC Bilga Eye Department,99907019
8173,PHC Bilga Eye OT,99903607
8174,PHC Bilga Female Ward,99908425
8175,PHC Bilga General OT,99907194
8176,PHC Bilga ICTC,99904834
8177,PHC Bilga Lab Department,99906127
8178,PHC Bilga Labor Room,99905290
8179,PHC Bilga Male Ward,99903109
8180,PHC Bilga  OOAT Center,99913921
8181,PHC Bilga PP Unit,99908107
8182,PHC Bilga Sector,99912512
8183,PHC Bilga Sub Centre,99902844
8184,PHC Bilga Ward,99902214
8185,PHC Bilga x-ray Department,99903926
8186,PHC Binewal,99901357
8187,PHC Binewal de-addiction,99903893
8188,PHC Binewal Dental Department,99905901
8189,PHC Binewal Emergency,99902400
8190,PHC Binewal EPI Wing,99907782
8191,PHC Binewal Eye Department,99906949
8192,PHC Binewal Eye OT,99904201
8193,PHC Binewal Female Ward,99908639
8194,PHC Binewal General OT,99907404
8195,PHC Binewal ICTC,99904519
8196,PHC Binewal Lab Department,99906337
8197,PHC Binewal Labor Room,99905396
8198,PHC Binewal Male Ward,99903340
8199,PHC Binewal OPD,99902610
8200,PHC Binewal PP Unit,99908321
8201,PHC Binewal Sub Centre,99902820
8202,PHC Binewal Ultrasound,99906684
8203,PHC Binewal Ward,99902190
8204,PHC Binewal x-ray Department,99905130
8205,PHC  Binjon OOAT Center,99913895
8206,PHC Birke Kalan OOAT Center,99913877
8207,PHC Biroke Kalan,99909979
8208,PHC Biroke Kalan Sub Centre,99912521
8209,PHC Bodha Pura,99908947
8210,PHC Boha de-addiction,99904720
8211,PHC Boha Dental Department,99906010
8212,PHC Boha Emergency,99902470
8213,PHC Boha EPI Wing,99907844
8214,PHC Boha Eye Department,99907136
8215,PHC Boha Eye OT,99904263
8216,PHC Boha Female Ward,99908701
8217,PHC Boha General OT,99907462
8218,PHC Boha ICTC,99904581
8219,PHC Boha Lab Department,99905614
8220,PHC Boha Labor Room,99905971
8221,PHC Boha Male Ward,99903401
8222,PHC Boha OOAT Center,99913876
8223,PHC Boha PP Unit,99908385
8224,PHC Boha Sub Centre,99902890
8225,PHC Boha Ultrasound,99906744
8226,PHC Boha Ward,99902260
8227,PHC Boha x-ray Department,99905212
8228,PHC Boothgarh de-addiction,99904746
8229,PHC Boothgarh Dental Department,99906036
8230,PHC Boothgarh Emergency,99902519
8231,PHC Boothgarh EPI Wing,99907870
8232,PHC Boothgarh Eye Department,99907162
8233,PHC Boothgarh Eye OT,99904289
8234,PHC Boothgarh Female Ward,99908727
8235,PHC Boothgarh General OT,99907488
8236,PHC Boothgarh ICTC,99903850
8237,PHC Boothgarh Lab Department,99906399
8238,PHC Boothgarh Labor Room,99905461
8239,PHC Boothgarh Male Ward,99903427
8240,PHC Boothgarh OOAT Center,99913854
8241,PHC Boothgarh PP Unit,99908852
8242,PHC Boothgarh Sub Centre,99902939
8243,PHC Boothgarh Ultrasound,99903802
8244,PHC Boothgarh Ward,99902309
8245,PHC Boothgarh x-ray Department,99906814
8246,PHC Bulhowal de-addiction,99903895
8247,PHC Bulhowal Dental Department,99905903
8248,PHC Bulhowal Emergency,99902393
8249,PHC Bulhowal EPI Wing,99907784
8250,PHC Bulhowal Eye Department,99906951
8251,PHC Bulhowal Eye OT,99904203
8252,PHC Bulhowal Female Ward,99908641
8253,PHC Bulhowal General OT,99907406
8254,PHC Bulhowal ICTC,99904521
8255,PHC Bulhowal Lab Department,99906340
8256,PHC Bulhowal Labor Room,99905398
8257,PHC Bulhowal Male Ward,99903342
8258,PHC Bulhowal PP Unit,99908323
8259,PHC Bulhowal Sub Centre,99902813
8260,PHC Bulhowal Ultrasound,99906686
8261,PHC Bulhowal Ward,99902183
8262,PHC Bulhowal x-ray Department,99905132
8263,PHC Burgari de-addiction,99904699
8264,PHC Burgari Dental Department,99905967
8265,PHC Burgari Emergency,99902464
8266,PHC Burgari EPI Wing,99907823
8267,PHC Burgari Eye Department,99907115
8268,PHC Burgari Eye OT,99904242
8269,PHC Burgari Female Ward,99908680
8270,PHC Burgari General OT,99903946
8271,PHC Burgari ICTC,99904560
8272,PHC Burgari Lab Department,99906378
8273,PHC Burgari Labor Room,99905439
8274,PHC Burgari Male Ward,99903380
8275,PHC Burgari OPD,99902674
8276,PHC Burgari PP Unit,99908364
8277,PHC Burgari Sub Centre,99902884
8278,PHC Burgari Ultrasound,99906724
8279,PHC Burgari Ward,99902254
8280,PHC Burgari x-ray Department,99905191
8281,PHC Butala,99910119
8282,PHC Butala,99901311
8283,PHC Butala de-addiction,99908052
8284,PHC Butala Dental Department,99905857
8285,PHC Butala Emergency,99902353
8286,PHC Butala EPI Wing,99907738
8287,PHC Butala Eye Department,99906905
8288,PHC Butala Eye OT,99904157
8289,PHC Butala Female Ward,99908595
8290,PHC Butala General OT,99907360
8291,PHC Butala ICTC,99904475
8292,PHC Butala Lab Department,99906293
8293,PHC Butala Labor Room,99905352
8294,PHC Butala Male Ward,99903296
8295,PHC Butala OOAT Center,99913774
8296,PHC Butala OPD,99902563
8297,PHC Butala PP Unit,99908277
8298,PHC Butala Sub Centre,99902773
8299,PHC Butala Ultrasound,99906640
8300,PHC Butala Ward,99902143
8301,PHC Butala x-ray Department,99905093
8302,PHC Buttar,99910216
8303,PHC Buttran OOAT Center,99913917
8304,PHC Chabewal de-addiction,99903896
8305,PHC Chabewal Dental Department,99905904
8306,PHC Chabewal Emergency,99902394
8307,PHC Chabewal EPI Wing,99907785
8308,PHC Chabewal Eye Department,99906952
8309,PHC Chabewal Eye OT,99904204
8310,PHC Chabewal Female Ward,99908642
8311,PHC Chabewal General OT,99907407
8312,PHC Chabewal ICTC,99904522
8313,PHC Chabewal Lab Department,99906341
8314,PHC Chabewal Labor Room,99905399
8315,PHC Chabewal Male Ward,99903343
8316,PHC Chabewal PP Unit,99908324
8317,PHC Chabewal Sub Centre,99902814
8318,PHC Chabewal Ultrasound,99906687
8319,PHC Chabewal Ward,99902184
8320,PHC Chabewal x-ray Department,99905133
8321,PHC Chak Atar Singh Wala OOAT Center,99913792
8322,PHC Chakmukand OOAT Center,99913777
8323,PHC Chak sherewala,99909094
8324,PHC Chanarthal Kalan,99901455
8325,PHC Chanarthal Kalan de-addiction,99904745
8326,PHC Chanarthal Kalan Dental Department,99906035
8327,PHC Chanarthal Kalan Emergency,99902497
8328,PHC Chanarthal Kalan EPI Wing,99907869
8329,PHC Chanarthal Kalan Eye Department,99907161
8330,PHC Chanarthal Kalan Eye OT,99904288
8331,PHC Chanarthal Kalan Female Ward,99908726
8332,PHC Chanarthal Kalan General OT,99907487
8333,PHC Chanarthal Kalan ICTC,99903849
8334,PHC Chanarthal Kalan Lab Department,99906398
8335,PHC Chanarthal Kalan Labor Room,99905460
8336,PHC Chanarthal Kalan Male Ward,99903426
8337,PHC Chanarthal Kalan OPD,99902707
8338,PHC Chanarthal Kalan PP Unit,99908851
8339,PHC Chanarthal Kalan Sub Centre,99902917
8340,PHC Chanarthal Kalan Ultrasound,99903801
8341,PHC Chanarthal Kalan Ward,99902287
8342,PHC Chanarthal Kalan x-ray Department,99906813
8343,PHC Chand Niwana de-addiction,99904721
8344,PHC Chand Niwana Dental Department,99906011
8345,PHC Chand Niwana Emergency,99902484
8346,PHC Chand Niwana EPI Wing,99907845
8347,PHC Chand Niwana Eye Department,99907137
8348,PHC Chand Niwana Eye OT,99904264
8349,PHC Chand Niwana Female Ward,99908702
8350,PHC Chand Niwana General OT,99907463
8351,PHC Chand Niwana ICTC,99904582
8352,PHC Chand Niwana Lab Department,99905615
8353,PHC Chand Niwana Labor Room,99905972
8354,PHC Chand Niwana Male Ward,99903402
8355,PHC Chand Niwana OOAT Center,99913871
8356,PHC Chand Niwana PP Unit,99908386
8357,PHC Chand Niwana Sub Centre,99902904
8358,PHC Chand Niwana Ultrasound,99906745
8359,PHC Chand Niwana Ward,99902274
8360,PHC Chand Niwana x-ray Department,99905213
8361,PHC Chandon de-addiction,99904737
8362,PHC Chandon Dental Department,99906027
8363,PHC Chandon Emergency,99902518
8364,PHC Chandon EPI Wing,99907861
8365,PHC Chandon Eye Department,99907153
8366,PHC Chandon Eye OT,99904280
8367,PHC Chandon Female Ward,99908718
8368,PHC Chandon General OT,99907479
8369,PHC Chandon ICTC,99903841
8370,PHC Chandon Lab Department,99906390
8371,PHC Chandon Labor Room,99905988
8372,PHC Chandon Male Ward,99903418
8373,PHC Chandon OOAT Center,99913853
8374,PHC Chandon PP Unit,99908395
8375,PHC Chandon Sub Centre,99902938
8376,PHC Chandon Ultrasound,99903793
8377,PHC Chandon Ward,99902308
8378,PHC Chandon x-ray Department,99906805
8379,PHC Chaukowal de-addiction,99904665
8380,PHC Chaukowal Dental Department,99905707
8381,PHC Chaukowal Emergency,99902392
8382,PHC Chaukowal EPI Wing,99907570
8383,PHC Chaukowal Eye Department,99907021
8384,PHC Chaukowal Eye OT,99903609
8385,PHC Chaukowal Female Ward,99908427
8386,PHC Chaukowal General OT,99907196
8387,PHC Chaukowal ICTC,99904836
8388,PHC Chaukowal Lab Department,99906129
8389,PHC Chaukowal Labor Room,99905292
8390,PHC Chaukowal Male Ward,99903111
8391,PHC Chaukowal OOAT Center,99914069
8392,PHC Chaukowal PP Unit,99908109
8393,PHC Chaukowal SHC,99912547
8394,PHC Chaukowal Sub Centre,99902812
8395,PHC Chaukowal Ward,99902182
8396,PHC Chaukowal x-ray Department,99903928
8397,PHC Chawinda Devi de-addiction,99903866
8398,PHC Chawinda Devi Dental Department,99905874
8399,PHC Chawinda Devi EPI Wing,99907755
8400,PHC Chawinda Devi Eye Department,99906922
8401,PHC Chawinda Devi Eye OT,99904174
8402,PHC Chawinda Devi Female Ward,99908612
8403,PHC Chawinda Devi General OT,99907377
8404,PHC Chawinda Devi ICTC,99904492
8405,PHC Chawinda Devi Lab Department,99906310
8406,PHC Chawinda Devi Labor Room,99905369
8407,PHC Chawinda Devi Male Ward,99903313
8408,PHC Chawinda Devi OOAT Center,99913527
8409,PHC Chawinda Devi PP Unit,99908294
8410,PHC Chawinda Devi Ultrasound,99906657
8411,PHC Chawinda Devi x-ray Department,99905109
8412,PHC CHC Mamdot,99909274
8413,PHC CHC Nurpur Bedi,99909281
8414,PHC Chhabhal,99901400
8415,PHC Chhabhal de-addiction,99904723
8416,PHC Chhabhal Dental Department,99906013
8417,PHC Chhabhal Emergency,99902442
8418,PHC Chhabhal EPI Wing,99907847
8419,PHC Chhabhal Eye Department,99907139
8420,PHC Chhabhal Eye OT,99904266
8421,PHC Chhabhal Female Ward,99908704
8422,PHC Chhabhal General OT,99907465
8423,PHC Chhabhal ICTC,99904584
8424,PHC Chhabhal Lab Department,99905617
8425,PHC Chhabhal Labor Room,99905974
8426,PHC Chhabhal Male Ward,99903404
8427,PHC Chhabhal OOAT Center,99913883
8428,PHC Chhabhal OPD,99902652
8429,PHC Chhabhal PP Unit,99903944
8430,PHC Chhabhal Sub Centre,99902862
8431,PHC Chhabhal Ultrasound,99903779
8432,PHC Chhabhal Ward,99902232
8433,PHC Chhabhal x-ray Department,99905215
8434,PHC Chhajli de-addiction,99904666
8435,PHC Chhajli Dental Department,99905708
8436,PHC Chhajli Emergency,99902558
8437,PHC Chhajli EPI Wing,99907571
8438,PHC Chhajli Eye Department,99907022
8439,PHC Chhajli Eye OT,99903965
8440,PHC Chhajli Female Ward,99908428
8441,PHC Chhajli General OT,99907197
8442,PHC Chhajli ICTC,99904837
8443,PHC Chhajli Lab Department,99906130
8444,PHC Chhajli Labor Room,99905075
8445,PHC Chhajli Male Ward,99903112
8446,PHC Chhajli PP Unit,99908110
8447,PHC Chhajli Sub Centre,99902978
8448,PHC Chhajli Ultrasound,99906487
8449,PHC Chhajli Ward,99902348
8450,PHC Chhajli x-ray Department,99903929
8451,PHC Chhapa OOAT Center,99913786
8452,PHC Chitti OOAT Center,99913919
8453,PHC Chohla Sahib,99909141
8454,PHC Chowkiman de-addiction,99904667
8455,PHC Chowkiman Dental Department,99905709
8456,PHC Chowkiman Emergency,99902514
8457,PHC Chowkiman EPI Wing,99907572
8458,PHC Chowkiman Eye Department,99907023
8459,PHC Chowkiman Eye OT,99903966
8460,PHC Chowkiman Female Ward,99908429
8461,PHC Chowkiman General OT,99907198
8462,PHC Chowkiman ICTC,99904838
8463,PHC Chowkiman Lab Department,99906131
8464,PHC Chowkiman Labor Room,99905076
8465,PHC Chowkiman Male Ward,99903113
8466,PHC Chowkiman OOAT Center,99913939
8467,PHC Chowkiman PP Unit,99908111
8468,PHC Chowkiman Sub Centre,99902934
8469,PHC Chowkiman Ultrasound,99906488
8470,PHC Chowkiman Ward,99902304
8471,PHC Chowkiman x-ray Department,99903930
8472,PHC Daroli Bhai HWC,99909230
8473,PHC Daroli Kalan de-addiction,99904679
8474,PHC Daroli Kalan Dental Department,99905948
8475,PHC Daroli Kalan Emergency,99902422
8476,PHC Daroli Kalan EPI Wing,99907803
8477,PHC Daroli Kalan Eye Department,99906969
8478,PHC Daroli Kalan Eye OT,99904222
8479,PHC Daroli Kalan Female Ward,99908660
8480,PHC Daroli Kalan General OT,99907425
8481,PHC Daroli Kalan ICTC,99904540
8482,PHC Daroli Kalan Lab Department,99906358
8483,PHC Daroli Kalan Labor Room,99905416
8484,PHC Daroli Kalan Male Ward,99903360
8485,PHC Daroli Kalan PP Unit,99908342
8486,PHC Daroli Kalan Sub Centre,99902842
8487,PHC Daroli Kalan Ward,99902212
8488,PHC Daroli Kalan x-ray Department,99905150
8489,PHC Dasanj Kalan,99901377
8490,PHC Dasanj Kalan de-addiction,99904680
8491,PHC Dasanj Kalan Dental Department,99905949
8492,PHC Dasanj Kalan Emergency,99902420
8493,PHC Dasanj Kalan EPI Wing,99907804
8494,PHC Dasanj Kalan Eye Department,99906970
8495,PHC Dasanj Kalan Eye OT,99904223
8496,PHC Dasanj Kalan Female Ward,99908661
8497,PHC Dasanj Kalan General OT,99907426
8498,PHC Dasanj Kalan ICTC,99904541
8499,PHC Dasanj Kalan Lab Department,99906359
8500,PHC Dasanj Kalan Labor Room,99905417
8501,PHC Dasanj Kalan Male Ward,99903361
8502,PHC Dasanj Kalan OPD,99902630
8503,PHC Dasanj Kalan PP Unit,99908345
8504,PHC Dasanj Kalan Sub Centre,99902840
8505,PHC Dasanj Kalan Ultrasound,99906705
8506,PHC Dasanj Kalan Ward,99902210
8507,PHC Dasanj Kalan x-ray Department,99905151
8508,PHC Daulat Pur Niwana OOAT Center,99913870
8509,PHC Delka OOAT Center,99913884
8510,PHC Dhainthal,99901496
8511,PHC Dhainthal de-addiction,99904759
8512,PHC Dhainthal Dental Department,99906049
8513,PHC Dhainthal Emergency,99902538
8514,PHC Dhainthal EPI Wing,99907883
8515,PHC Dhainthal Eye Department,99907175
8516,PHC Dhainthal Eye OT,99904302
8517,PHC Dhainthal Female Ward,99908740
8518,PHC Dhainthal General OT,99907501
8519,PHC Dhainthal ICTC,99903863
8520,PHC Dhainthal Lab Department,99906412
8521,PHC Dhainthal Labor Room,99905474
8522,PHC Dhainthal Male Ward,99903440
8523,PHC Dhainthal PP Unit,99908865
8524,PHC Dhainthal Sub Centre,99902958
8525,PHC Dhainthal Ultrasound,99903815
8526,PHC Dhainthal Ward,99902328
8527,PHC Dhainthal x-ray Department,99904398
8528,PHC Dhaipai de-addiction,99904701
8529,PHC Dhaipai Dental Department,99905991
8530,PHC Dhaipai Emergency,99902467
8531,PHC Dhaipai EPI Wing,99907825
8532,PHC Dhaipai Eye Department,99907117
8533,PHC Dhaipai Eye OT,99904244
8534,PHC Dhaipai Female Ward,99908682
8535,PHC Dhaipai General OT,99903948
8536,PHC Dhaipai ICTC,99904562
8537,PHC Dhaipai Lab Department,99906380
8538,PHC Dhaipai Labor Room,99905441
8539,PHC Dhaipai Male Ward,99903382
8540,PHC Dhaipai OOAT Center,99913873
8541,PHC Dhaipai PP Unit,99908366
8542,PHC Dhaipai Sub Centre,99902887
8543,PHC Dhaipai Ultrasound,99906726
8544,PHC Dhaipai Ward,99902257
8545,PHC Dhaipai x-ray Department,99905193
8546,PHC Dhanthal,99913064
8547,PHC Dharamkot de-addiction,99904722
8548,PHC Dharamkot Dental Department,99906012
8549,PHC Dharamkot Emergency,99902481
8550,PHC Dharamkot EPI Wing,99907846
8551,PHC Dharamkot Eye Department,99907138
8552,PHC Dharamkot Eye OT,99904265
8553,PHC Dharamkot Female Ward,99908703
8554,PHC Dharamkot General OT,99907464
8555,PHC Dharamkot ICTC,99904583
8556,PHC Dharamkot Lab Department,99905616
8557,PHC Dharamkot Labor Room,99905973
8558,PHC Dharamkot Male Ward,99903403
8559,PHC Dharamkot PP Unit,99908387
8560,PHC Dharam Kot Randhawa,99901343
8561,PHC Dharam Kot Randhawa de-addiction,99903867
8562,PHC Dharam Kot Randhawa Dental Department,99905875
8563,PHC Dharam Kot Randhawa Emergency,99902386
8564,PHC Dharam Kot Randhawa EPI Wing,99907756
8565,PHC Dharam Kot Randhawa Eye Department,99906923
8566,PHC Dharam Kot Randhawa Eye OT,99904175
8567,PHC Dharam Kot Randhawa Female Ward,99908613
8568,PHC Dharam Kot Randhawa General OT,99907378
8569,PHC Dharam Kot Randhawa ICTC,99904493
8570,PHC Dharam Kot Randhawa Lab Department,99906311
8571,PHC Dharam Kot Randhawa Labor Room,99905370
8572,PHC Dharam Kot Randhawa Male Ward,99903314
8573,PHC Dharam Kot Randhawa PP Unit,99908295
8574,PHC Dharam Kot Randhawa Sub Centre,99902806
8575,PHC Dharam Kot Randhawa Ultrasound,99906658
8576,PHC Dharam Kot Randhawa Ward,99902176
8577,PHC Dharam Kot Randhawa x-ray Department,99905110
8578,PHC Dharamkot Sub Centre,99902901
8579,PHC Dharamkot Ultrasound,99906746
8580,PHC Dharamkot Ward,99902271
8581,PHC Dharamkot x-ray Department,99905214
8582,PHC Dher de-addiction,99904671
8583,PHC Dher Dental Department,99905713
8584,PHC Dher Emergency,99902549
8585,PHC Dher EPI Wing,99907576
8586,PHC Dher Eye Department,99907027
8587,PHC Dher Eye OT,99903970
8588,PHC Dher Female Ward,99908433
8589,PHC Dher General OT,99907202
8590,PHC Dher ICTC,99904842
8591,PHC Dher Lab Department,99906136
8592,PHC Dher Labor Room,99905080
8593,PHC Dher Male Ward,99903117
8594,PHC Dher PP Unit,99908115
8595,PHC Dher Sub Centre,99902969
8596,PHC Dher Ultrasound,99906492
8597,PHC Dher Ward,99902339
8598,PHC Dher x-ray Department,99903934
8599,PHC Dhilwan OOAT Center,99913909
8600,PHC Dhotian,99909153
8601,PHC Dhotian OOAT Center,99913882
8602,PHC Dhyanpur de-addiction,99904670
8603,PHC Dhyanpur Dental Department,99905712
8604,PHC Dhyanpur Emergency,99902385
8605,PHC Dhyanpur EPI Wing,99907575
8606,PHC Dhyanpur Eye Department,99907026
8607,PHC Dhyanpur Eye OT,99903969
8608,PHC Dhyanpur Female Ward,99908432
8609,PHC Dhyanpur General OT,99907201
8610,PHC Dhyanpur HWC,99909262
8611,PHC Dhyanpur ICTC,99904841
8612,PHC Dhyanpur Lab Department,99906134
8613,PHC Dhyanpur Labor Room,99905079
8614,PHC Dhyanpur Male Ward,99903116
8615,PHC Dhyanpur Mphc,99909116
8616,PHC Dhyanpur OOAT Center,99913838
8617,PHC Dhyanpur PP Unit,99908114
8618,PHC Dhyanpur SHC,99912826
8619,PHC Dhyanpur Sub Centre,99902805
8620,PHC Dhyanpur Ultrasound,99906491
8621,PHC Dhyanpur Ward,99902175
8622,PHC Dhyanpur x-ray Department,99903933
8623,PHC Didwindi,99910337
8624,PHC Didwindi de-addiction,99904681
8625,PHC Didwindi Dental Department,99905950
8626,PHC Didwindi Emergency,99902434
8627,PHC Didwindi EPI Wing,99907805
8628,PHC Didwindi Eye Department,99906971
8629,PHC Didwindi Eye OT,99904224
8630,PHC Didwindi Female Ward,99908662
8631,PHC Didwindi General OT,99907427
8632,PHC Didwindi ICTC,99904542
8633,PHC Didwindi Lab Department,99906360
8634,PHC Didwindi Labor Room,99905418
8635,PHC Didwindi Male Ward,99903362
8636,PHC Didwindi OOAT Center,99913908
8637,PHC Didwindi PP Unit,99908346
8638,PHC Didwindi Sub Centre,99902854
8639,PHC Didwindi Ward,99902224
8640,PHC Didwindi x-ray Department,99905152
