,Store,Store_Type,Transaction_Type,Other_Store,Drug_Name,Moving_Type,Drug_Rate,Batch No,Date,Expiry,Received Qty,Issued Qty,Balance,Issue_Type,Issue_Number,Transaction_Number,Particulars,Document_Date
1285,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_OFFLINE,CS Mansa,Tenofovir 300mg Tab [999],Slow Moving,1,T-94005,13-06-2023 09:57,30-Nov-24,0,130,155,Issue,,1.03E+12,Offline Issue to Sub-Store : CS Mansa Transaction No. 1031230600120 Document Date : 13-Jun-2023,13-Jun-23
1286,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_OFFLINE,Cs Barnala,Entecavir 0.5mg Tab [999999],Slow Moving,1,MOT22520,02-06-2023 10:43,31-Dec-24,0,20,380,Issue,,1.03E+12,Offline Issue to Sub-Store : Cs Barnala Transaction No. 1031230600013 Document Date : 02-Jun-2023,02-Jun-23
1287,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_OFFLINE,CS Moga,Entecavir 0.5mg Tab [999999],Slow Moving,1,MOT22520,06-06-2023 12:22,31-Dec-24,0,10,370,Issue,,1.03E+12,Offline Issue to Sub-Store : CS Moga Transaction No. 1031230600049 Document Date : 06-Jun-2023,06-Jun-23
1288,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_OFFLINE,CS Faridkot,Entecavir 0.5mg Tab [999999],Slow Moving,1,MOT22520,09-06-2023 12:20,31-Dec-24,0,30,285,Issue,,1.03E+12,Offline Issue to Sub-Store : CS Faridkot Transaction No. 1031230600102 Document Date : 09-Jun-2023,09-Jun-23
1289,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_OFFLINE,CS Mansa,Entecavir 0.5mg Tab [999999],Slow Moving,1,MOT22520,13-06-2023 09:57,31-Dec-24,0,20,265,Issue,,1.03E+12,Offline Issue to Sub-Store : CS Mansa Transaction No. 1031230600120 Document Date : 13-Jun-2023,13-Jun-23
1290,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_OFFLINE,CS Muktsar,Entecavir 0.5mg Tab [999999],Slow Moving,1,MOT22520,13-06-2023 11:13,31-Dec-24,0,20,245,Issue,,1.03E+12,Offline Issue to Sub-Store : CS Muktsar Transaction No. 1031230600130 Document Date : 13-Jun-2023,13-Jun-23
1291,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_OFFLINE,All india institute of medical science btd,Diopter +27.0 [999],,,1,17-03-2023 14:27,01-Dec-23,0,4,0,Issue,,1.03E+12,Offline Issue to Sub-Store : All india institute of medical science btd Transaction No. 1031230300215 Document Date : 17-Mar-2023,17-Mar-23
1292,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_OFFLINE,MC Faridkot,Intraocular Lens-101 20.50 D [999],Slow Moving,69.56,1,17-01-2023 11:01,04-Jan-25,0,71,0,Issue,,1.03E+12,Offline Issue to Sub-Store : MC Faridkot Transaction No. 1031230100251 Document Date : 14-Apr-2022,14-Apr-22
1293,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_OFFLINE,All india institute of medical science btd,Intraocular Lens-101 20.50 D [999],Slow Moving,69.56,1,17-03-2023 14:25,04-Jan-25,0,66,0,Issue,,1.03E+12,Offline Issue to Sub-Store : All india institute of medical science btd Transaction No. 1031230300214 Document Date : 17-Mar-2023,17-Mar-23
1294,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_OFFLINE,MC Faridkot,Intraocular Lens-101 23.50 D [999],Slow Moving,69.56,1,17-01-2023 11:01,04-Jan-25,0,225,0,Issue,,1.03E+12,Offline Issue to Sub-Store : MC Faridkot Transaction No. 1031230100251 Document Date : 14-Apr-2022,14-Apr-22
1295,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_OFFLINE,All india institute of medical science btd,Intraocular Lens-101 23.50 D [999],Slow Moving,69.56,1,17-03-2023 14:25,04-Jan-25,0,205,0,Issue,,1.03E+12,Offline Issue to Sub-Store : All india institute of medical science btd Transaction No. 1031230300214 Document Date : 17-Mar-2023,17-Mar-23
1296,DWH Amritsar,IssueOnly,ISSUED_TO_STORE_OFFLINE,DH Hoshiarpur,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,3127073,31-03-2023 12:48,30-Apr-23,0,20,9595,Issue,,1.03E+12,Offline Issue to Sub-Store : DH Hoshiarpur Transaction No. 1031230300343 Document Date : 06-Mar-2023,06-Mar-23
1297,DWH Kharar,IssueOnly,ISSUED_TO_STORE_OFFLINE,Ward DWH Kharar,Tenofovir 300mg Tab [999],Slow Moving,1,T-94005,19-06-2023 13:55,30-Nov-24,0,1,3200,Issue,,1.03E+12,Offline Issue to Sub-Store : Ward DWH Kharar Transaction No. 1031230600162 Document Date : 19-Jun-2023,19-Jun-23
1298,CS Faridkot,IssueOnly,ISSUED_TO_STORE_OFFLINE,SDH Kotkapura,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,3132965,29-03-2023 12:27,30-Apr-23,0,2,0,Issue,,1.03E+12,Offline Issue to Sub-Store : SDH Kotkapura Transaction No. 1031230300007 Document Date : 29-Mar-2023,29-Mar-23
1299,CS Faridkot,IssueOnly,ISSUED_TO_STORE_OFFLINE,CS Faridkot GGS Medical College,Sofosbuvir 400mg +Velpatasvir 100mg Tab [999],Slow Moving,4368,SVS210905,19-06-2023 13:25,31-Aug-23,0,10,6,Issue,,1.03E+12,Offline Issue to Sub-Store : CS Faridkot GGS Medical College Transaction No. 1031230600027 Document Date : 19-Jun-2023,19-Jun-23
1300,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,CHC Binewal,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,09-03-2023 12:10,30-Sep-24,0,2000,6400,Issue,,1.03E+12,Offline Issue to Sub-Store : CHC Binewal Transaction No. 1031230300005 Document Date : 09-Mar-2023,09-Mar-23
1301,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,AAC Municipal Corporation Hoshiarpur,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,09-03-2023 13:28,30-Sep-24,0,300,6100,Issue,,1.03E+12,Offline Issue to Sub-Store : AAC Municipal Corporation Hoshiarpur Transaction No. 1031230300006 Document Date : 09-Mar-2023,09-Mar-23
1302,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,AAC PHC Possi,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,10-03-2023 13:00,30-Sep-24,0,4900,1200,Issue,,1.03E+12,Offline Issue to Sub-Store : AAC PHC Possi Transaction No. 1031230300007 Document Date : 10-Mar-2023,10-Mar-23
1303,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,AAC Municipal Corporation Hoshiarpur,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,13-03-2023 10:49,30-Sep-24,0,300,1200,Issue,,1.03E+12,Offline Issue to Sub-Store : AAC Municipal Corporation Hoshiarpur Transaction No. 1031230300006 Document Date : 09-Mar-2023,09-Mar-23
1304,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,AAC CD Canal Colony,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,13-03-2023 11:06,30-Sep-24,0,300,900,Issue,,1.03E+12,Offline Issue to Sub-Store : AAC CD Canal Colony Transaction No. 1031230300008 Document Date : 13-Mar-2023,13-Mar-23
1305,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,Civil Dispansary,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,13-03-2023 11:35,30-Sep-24,0,300,600,Issue,,1.03E+12,Offline Issue to Sub-Store : Civil Dispansary Transaction No. 1031230300009 Document Date : 13-Mar-2023,13-Mar-23
1306,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,Civil Dispansary,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,13-03-2023 11:55,30-Sep-24,0,300,600,Issue,,1.03E+12,Offline Issue to Sub-Store : Civil Dispansary Transaction No. 1031230300009 Document Date : 13-Mar-2023,13-Mar-23
1307,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,AAC CD Canal Colony,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,13-03-2023 12:15,30-Sep-24,0,300,600,Issue,,1.03E+12,Offline Issue to Sub-Store : AAC CD Canal Colony Transaction No. 1031230300008 Document Date : 13-Mar-2023,13-Mar-23
1308,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,AAC Municipal Corporation Hoshiarpur,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,13-03-2023 12:26,30-Sep-24,0,300,600,Issue,,1.03E+12,Offline Issue to Sub-Store : AAC Municipal Corporation Hoshiarpur Transaction No. 1031230300006 Document Date : 09-Mar-2023,09-Mar-23
1309,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,AAC UPHC Purheran,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,13-03-2023 12:52,30-Sep-24,0,300,300,Issue,,1.03E+12,Offline Issue to Sub-Store : AAC UPHC Purheran Transaction No. 1031230300013 Document Date : 13-Mar-2023,13-Mar-23
1310,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,AAC UPHC Islamabad,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,13-03-2023 13:14,30-Sep-24,0,300,0,Issue,,1.03E+12,Offline Issue to Sub-Store : AAC UPHC Islamabad Transaction No. 1031230300014 Document Date : 13-Mar-2023,13-Mar-23
1311,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,SDH Garshankar,Hard Surface Disinfectant-A (Packing 1 Ltr.) [999],,,AF22016,24-02-2023 12:51,31-Dec-23,0,132,83,Issue,,1.03E+12,Offline Issue to Sub-Store : SDH Garshankar Transaction No. 1031230200010 Document Date : 24-Feb-2023,24-Feb-23
1312,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,Civil Dispansary,Hard Surface Disinfectant-A (Packing 1 Ltr.) [999],,,AF22016,29-05-2023 12:00,31-Dec-23,0,5,78,Issue,,1.03E+12,Offline Issue to Sub-Store : Civil Dispansary Transaction No. 1031230500030 Document Date : 29-May-2023,29-May-23
1313,CS Hoshiarpur,IssueOnly,ISSUED_TO_STORE_OFFLINE,CHC Binewal,Hard Surface Disinfectant-A (Packing 1 Ltr.) [999],,,AF22016,13-06-2023 10:54,31-Dec-23,0,12,66,Issue,,1.03E+12,Offline Issue to Sub-Store : CHC Binewal Transaction No. 1031230600021 Document Date : 13-Jun-2023,13-Jun-23
1314,DH Bathinda,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC Parasram Nagar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,23-01-2023 10:16,30-Sep-24,0,100,400,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC Parasram Nagar Transaction No. 1031230100041 Document Date : 23-Jan-2023,23-Jan-23
1315,DH Bathinda,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC Beant Nagar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,23-01-2023 11:17,30-Sep-24,0,100,300,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC Beant Nagar Transaction No. 1031230100045 Document Date : 23-Jan-2023,23-Jan-23
1316,DH Bathinda,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC Lal Singh Basti,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,23-01-2023 11:23,30-Sep-24,0,100,200,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC Lal Singh Basti Transaction No. 1031230100048 Document Date : 23-Jan-2023,23-Jan-23
1317,DH Bathinda,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC Janta Nagar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,23-01-2023 13:58,30-Sep-24,0,100,100,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC Janta Nagar Transaction No. 1031230100054 Document Date : 23-Jan-2023,23-Jan-23
1318,DH Bathinda,Both,ISSUED_TO_STORE_ONLINE,AAC Urban Dispensary SAD Ganesha Basti,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,17-02-2023 13:52,30-Sep-24,0,100,0,Issue,,1.03E+12,Issue to Sub-Store : AAC Urban Dispensary SAD Ganesha Basti Transaction No. 1031230200025 Document Date : 17-Feb-2023,17-Feb-23
1319,DH Mohali,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC Mohali Phase 7,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,23-01-2023 13:20,30-Sep-24,0,100,400,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC Mohali Phase 7 Transaction No. 1031230100069 Document Date : 23-Jan-2023,23-Jan-23
1320,DH Mohali,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC Mohali Phase 11,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,24-01-2023 13:10,30-Sep-24,0,100,300,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC Mohali Phase 11 Transaction No. 1031230100073 Document Date : 24-Jan-2023,24-Jan-23
1321,DH Mohali,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC Phase I,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,24-01-2023 13:48,30-Sep-24,0,100,200,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC Phase I Transaction No. 1031230100074 Document Date : 24-Jan-2023,24-Jan-23
1322,DH Mohali,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC Phase 9,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,30-01-2023 12:24,30-Sep-24,0,100,100,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC Phase 9 Transaction No. 1031230100133 Document Date : 30-Jan-2023,30-Jan-23
1323,DH Mohali,Both,ISSUED_TO_STORE_ONLINE,AAC PHC 3B1,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,16-02-2023 13:54,30-Sep-24,0,100,5000,Issue,,1.03E+12,Issue to Sub-Store : AAC PHC 3B1 Transaction No. 1031230200040 Document Date : 16-Feb-2023,16-Feb-23
1324,DH Mohali,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC Mohali Phase 7,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,23-06-2023 09:37,30-Sep-24,0,200,1300,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC Mohali Phase 7 Transaction No. 1031230600145 Document Date : 23-Jun-2023,23-Jun-23
1325,SDH Tappa,Both,ISSUED_TO_STORE_ONLINE,CHC Bhadaur,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,09-03-2023 11:55,30-Sep-24,0,300,8600,Issue,,1.03E+12,Issue to Sub-Store : CHC Bhadaur Transaction No. 1031230300028 Document Date : 09-Mar-2023,09-Mar-23
1326,SDH Tappa,Both,ISSUED_TO_STORE_ONLINE,CHC Bhadaur,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,17-03-2023 12:06,30-Sep-24,0,500,8100,Issue,,1.03E+12,Issue to Sub-Store : CHC Bhadaur Transaction No. 1031230300045 Document Date : 17-Mar-2023,17-Mar-23
1327,SDH Abohar,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC 1 Nai Abadi JP Park Abohar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,23-02-2023 10:36,30-Sep-24,0,100,4900,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC 1 Nai Abadi JP Park Abohar Transaction No. 1031230200030 Document Date : 23-Feb-2023,23-Feb-23
1328,SDH Abohar,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC 2 Patel Nagar Abohar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,24-02-2023 12:46,30-Sep-24,0,200,4700,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC 2 Patel Nagar Abohar Transaction No. 1031230200033 Document Date : 24-Feb-2023,24-Feb-23
1329,SDH Abohar,Both,ISSUED_TO_STORE_ONLINE,CHC Wahabwala,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,28-02-2023 13:08,30-Sep-24,0,500,4200,Issue,,1.03E+12,Issue to Sub-Store : CHC Wahabwala Transaction No. 1031230200052 Document Date : 28-Feb-2023,28-Feb-23
1330,SDH Abohar,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC 2 Patel Nagar Abohar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,24-03-2023 11:10,30-Sep-24,0,200,4000,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC 2 Patel Nagar Abohar Transaction No. 1031230300024 Document Date : 24-Mar-2023,24-Mar-23
1331,SDH Abohar,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC 1 Nai Abadi JP Park Abohar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,06-04-2023 10:27,30-Sep-24,0,100,3900,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC 1 Nai Abadi JP Park Abohar Transaction No. 1031230400008 Document Date : 06-Apr-2023,06-Apr-23
1332,SDH Moonak,Both,ISSUED_TO_STORE_ONLINE,AAC PHC Khanauri Kalan,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,06-03-2023 14:35,31-Oct-24,0,200,3900,Issue,,1.03E+12,Issue to Sub-Store : AAC PHC Khanauri Kalan Transaction No. 1031230300007 Document Date : 06-Mar-2023,06-Mar-23
1333,SDH Moonak,Both,ISSUED_TO_STORE_ONLINE,AAC PHC Khanauri Kalan,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,06-03-2023 14:35,30-Sep-24,0,300,3600,Issue,,1.03E+12,Issue to Sub-Store : AAC PHC Khanauri Kalan Transaction No. 1031230300007 Document Date : 06-Mar-2023,06-Mar-23
1334,SDH Moonak,Both,ISSUED_TO_STORE_ONLINE,AAC PHC Mandvi,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,09-03-2023 13:27,31-Oct-24,0,100,3500,Issue,,1.03E+12,Issue to Sub-Store : AAC PHC Mandvi Transaction No. 1031230300017 Document Date : 09-Mar-2023,09-Mar-23
1335,CHC Mahil Kalan,Both,ISSUED_TO_STORE_ONLINE,CHC Channawal,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,29-03-2023 10:41,30-Sep-24,0,1000,5200,Issue,,1.03E+12,Issue to Sub-Store : CHC Channawal Transaction No. 1031230300026 Document Date : 29-Mar-2023,29-Mar-23
1336,CHC Baja Khana,Both,ISSUED_TO_STORE_ONLINE,AAC PHC Bargari,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,29-04-2023 09:59,30-Sep-24,0,100,3900,Issue,,1.03E+12,Issue to Sub-Store : AAC PHC Bargari Transaction No. 1031230400030 Document Date : 29-Apr-2023,29-Apr-23
1337,CHC Baja Khana,Both,ISSUED_TO_STORE_ONLINE,CHC Jaitu,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,22-05-2023 12:35,30-Sep-24,0,500,3400,Issue,,1.03E+12,Issue to Sub-Store : CHC Jaitu Transaction No. 1031230500028 Document Date : 22-May-2023,22-May-23
1338,CHC Dhabwali Kalan,IndentOnly,ISSUED_TO_STORE_ONLINE,AAC PHC Tahli Wala Bodla,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,30-01-2023 12:52,31-Oct-24,0,100,100,Issue,,1.03E+12,Issue to Sub-Store : AAC PHC Tahli Wala Bodla Transaction No. 1031230100017 Document Date : 30-Jan-2023,30-Jan-23
1339,CHC Pakhowal,Both,ISSUED_TO_STORE_ONLINE,AAC PHC Mansuran,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,22-02-2023 12:05,30-Sep-24,0,100,1900,Issue,,1.03E+12,Issue to Sub-Store : AAC PHC Mansuran Transaction No. 1031230200023 Document Date : 22-Feb-2023,22-Feb-23
1340,CHC Pakhowal,Both,ISSUED_TO_STORE_ONLINE,AAC PHC Mansuran,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,22-02-2023 12:13,30-Sep-24,0,100,1900,Issue,,1.03E+12,Issue to Sub-Store : AAC PHC Mansuran Transaction No. 1031230200023 Document Date : 22-Feb-2023,22-Feb-23
1341,CHC Pakhowal,Both,ISSUED_TO_STORE_ONLINE,AAC PHC Mansuran,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,16-03-2023 18:38,30-Sep-24,0,100,1600,Issue,,1.03E+12,Issue to Sub-Store : AAC PHC Mansuran Transaction No. 1031230300059 Document Date : 16-Mar-2023,16-Mar-23
1342,CHC Pakhowal,Both,ISSUED_TO_STORE_ONLINE,AAC PHC Kalakh,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,12-04-2023 09:42,30-Sep-24,0,100,1500,Issue,,1.03E+12,Issue to Sub-Store : AAC PHC Kalakh Transaction No. 1031230400014 Document Date : 12-Apr-2023,12-Apr-23
1343,CHC Pakhowal,Both,ISSUED_TO_STORE_ONLINE,AAC PHC Andlu,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,25-04-2023 09:46,30-Sep-24,0,100,1200,Issue,,1.03E+12,Issue to Sub-Store : AAC PHC Andlu Transaction No. 1031230400023 Document Date : 25-Apr-2023,25-Apr-23
1344,CHC Tripri,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC Jujhar Nagar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,25-01-2023 11:19,30-Sep-24,0,100,200,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC Jujhar Nagar Transaction No. 1031230100020 Document Date : 25-Jan-2023,25-Jan-23
1345,CHC Tripri,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC Urban dispensary UFWC Mathura,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,30-01-2023 09:32,30-Sep-24,0,100,100,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC Urban dispensary UFWC Mathura Transaction No. 1031230100024 Document Date : 30-Jan-2023,30-Jan-23
1346,CHC Tripri,Both,ISSUED_TO_STORE_ONLINE,AAC CD Rajpura Colony,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,31-01-2023 13:52,30-Sep-24,0,100,0,Issue,,1.03E+12,Issue to Sub-Store : AAC CD Rajpura Colony Transaction No. 1031230100027 Document Date : 31-Jan-2023,31-Jan-23
1347,CHC Tripri,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC Jujhar Nagar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,27-02-2023 14:17,30-Sep-24,0,200,800,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC Jujhar Nagar Transaction No. 1031230200033 Document Date : 27-Feb-2023,27-Feb-23
1348,CHC Tripri,Both,ISSUED_TO_STORE_ONLINE,AAC UPHC Urban dispensary UFWC Mathura,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,18-04-2023 09:20,31-Oct-24,0,200,0,Issue,,1.03E+12,Issue to Sub-Store : AAC UPHC Urban dispensary UFWC Mathura Transaction No. 1031230400006 Document Date : 18-Apr-2023,18-Apr-23
1349,CHC Ahmadgarh,Both,ISSUED_TO_STORE_ONLINE,AAC PHC Kup Kalan,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT22442,14-03-2023 11:36,29-Feb-24,0,200,0,Issue,,1.03E+12,Issue to Sub-Store : AAC PHC Kup Kalan Transaction No. 1031230300019 Document Date : 14-Mar-2023,14-Mar-23
1350,CHC Bagha Purana,Both,ISSUED_TO_STORE_ONLINE,AAC PHC Lande,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,17-04-2023 11:53,31-Oct-24,0,300,450,Issue,,1.03E+12,Issue to Sub-Store : AAC PHC Lande Transaction No. 1031230400017 Document Date : 17-Apr-2023,17-Apr-23
1351,CS Jalandhar,Both,ISSUED_TO_STORE_ONLINE,CHC Punjab Armed Police (PAP),Sterile Scalp Vein Set Size- 20 [999999],Slow Moving,3.7,S19122406,03-05-2023 10:23,30-Nov-24,0,15,20,Issue,,1.03E+12,Issue to Sub-Store : CHC Punjab Armed Police (PAP) Transaction No. 1031230500003 Document Date : 03-May-2023,03-May-23
1352,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CHC Dhabwali Kalan,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,13-01-2023 10:41,31-Oct-24,0,200,78550,Issue,,1.03E+12,Issue to Sub-Store : CHC Dhabwali Kalan Transaction No. 1031230100188 Document Date : 13-Jan-2023,13-Jan-23
1353,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CHC Sitto Guino,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,13-01-2023 10:45,31-Oct-24,0,300,78250,Issue,,1.03E+12,Issue to Sub-Store : CHC Sitto Guino Transaction No. 1031230100189 Document Date : 13-Jan-2023,13-Jan-23
1354,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,DH Fazilka,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,13-01-2023 10:50,31-Oct-24,0,500,77750,Issue,,1.03E+12,Issue to Sub-Store : DH Fazilka Transaction No. 1031230100192 Document Date : 13-Jan-2023,13-Jan-23
1355,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CHC Jalalabad,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,13-01-2023 10:54,31-Oct-24,0,200,77550,Issue,,1.03E+12,Issue to Sub-Store : CHC Jalalabad Transaction No. 1031230100194 Document Date : 13-Jan-2023,13-Jan-23
1356,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,SDH Abohar,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,13-01-2023 10:58,31-Oct-24,0,300,77250,Issue,,1.03E+12,Issue to Sub-Store : SDH Abohar Transaction No. 1031230100196 Document Date : 13-Jan-2023,13-Jan-23
1357,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CHC Wahabwala,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,13-01-2023 11:00,31-Oct-24,0,200,77050,Issue,,1.03E+12,Issue to Sub-Store : CHC Wahabwala Transaction No. 1031230100198 Document Date : 13-Jan-2023,13-Jan-23
1358,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,CHC Khui Khera,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,13-01-2023 11:04,31-Oct-24,0,600,76450,Issue,,1.03E+12,Issue to Sub-Store : CHC Khui Khera Transaction No. 1031230100200 Document Date : 13-Jan-2023,13-Jan-23
1359,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,AAC Duttaran Wali,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,13-01-2023 12:16,31-Oct-24,0,300,76150,Issue,,1.03E+12,Issue to Sub-Store : AAC Duttaran Wali Transaction No. 1031230100205 Document Date : 13-Jan-2023,13-Jan-23
1360,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,AAC Khubban,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221426,13-01-2023 12:20,31-Oct-24,0,1000,75150,Issue,,1.03E+12,Issue to Sub-Store : AAC Khubban Transaction No. 1031230100207 Document Date : 13-Jan-2023,13-Jan-23
1361,DWH Bathinda,IssueOnly,ISSUED_TO_STORE_ONLINE,SDH Zira,Allopurinol 300mg Tab [999],Medium Moving,173.6,UGT221276,14-01-2023 11:48,30-Sep-24,0,100,294350,Issue,,1.03E+12,Issue to Sub-Store : SDH Zira Transaction No. 1031230100221 Document Date : 14-Jan-2023,14-Jan-23
