,Store,Store_Type,Transaction_Type,Other_Store,Drug_Name,Moving_Type,Drug_Rate,Batch No,Date,Expiry,Received Qty,Issued Qty,Balance,Issue_Type,Issue_Number,Transaction_Number,Particulars,Document_Date,Code,Cost
2459,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala General OT,I.V Set Vented with Needle  [C-67],Slow Moving,6.34,254769,01-Jun-2023 11:07,31-Jan-2026,0,100,300,Issue,,1031230600003,Offline Issue to Sub-Store : DH Barnala General OT Transaction No. 1031230600003 Document Date : 31-May-2023,31-May-2023,C-67,634.0
2460,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,I.V Set Vented with Needle  [C-67],Slow Moving,6.34,254769,01-Jun-2023 11:14,31-Jan-2026,0,200,100,Issue,,1031230600005,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230600005 Document Date : 30-May-2023,30-May-2023,C-67,1268.0
2461,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala de-addiction,I.V Set Vented with Needle  [C-67],Slow Moving,6.34,23000267,09-Jun-2023 12:09,31-May-2026,0,100,1500,Issue,,1031230600011,Offline Issue to Sub-Store : DH Barnala de-addiction Transaction No. 1031230600011 Document Date : 29-May-2023,29-May-2023,C-67,634.0
2462,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala de-addiction,I.V Set Vented with Needle  [C-67],Slow Moving,6.34,254769,09-Jun-2023 12:09,31-Jan-2026,0,100,1400,Issue,,1031230600011,Offline Issue to Sub-Store : DH Barnala de-addiction Transaction No. 1031230600011 Document Date : 29-May-2023,29-May-2023,C-67,634.0
2463,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala General OT,I.V Set Vented with Needle  [C-67],Slow Moving,6.34,23000267,09-Jun-2023 13:18,31-May-2026,0,100,1300,Issue,,1031230600013,Offline Issue to Sub-Store : DH Barnala General OT Transaction No. 1031230600013 Document Date : 31-May-2023,31-May-2023,C-67,634.0
2464,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,I.V Set Vented with Needle  [C-67],Slow Moving,6.34,23000267,09-Jun-2023 17:03,31-May-2026,0,200,1100,Issue,,1031230600014,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230600014 Document Date : 01-Jun-2023,01-Jun-2023,C-67,1268.0
2465,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala General OT,I.V Set Vented with Needle  [C-67],Slow Moving,6.34,23000267,09-Jun-2023 17:35,31-May-2026,0,100,1000,Issue,,1031230600018,Offline Issue to Sub-Store : DH Barnala General OT Transaction No. 1031230600018 Document Date : 02-Jun-2023,02-Jun-2023,C-67,634.0
2466,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,I.V Set Vented with Needle  [C-67],Slow Moving,6.34,23000267,09-Jun-2023 18:00,31-May-2026,0,100,900,Issue,,1031230600022,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230600022 Document Date : 05-Jun-2023,05-Jun-2023,C-67,634.0
2467,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,I.V Set Vented with Needle  [C-67],Slow Moving,6.34,23000267,09-Jun-2023 18:22,31-May-2026,0,75,825,Issue,,1031230600026,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230600026 Document Date : 06-Jun-2023,06-Jun-2023,C-67,475.5
2468,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala General OT,I.V Set Vented with Needle  [C-67],Slow Moving,6.34,23000267,09-Jun-2023 18:42,31-May-2026,0,200,625,Issue,,1031230600031,Offline Issue to Sub-Store : DH Barnala General OT Transaction No. 1031230600031 Document Date : 08-Jun-2023,08-Jun-2023,C-67,1268.0
2469,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,I.V Set Vented with Needle  [C-67],Slow Moving,6.34,23000267,10-Jun-2023 08:29,31-May-2026,0,100,525,Issue,,1031230600035,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230600035 Document Date : 03-Jun-2023,03-Jun-2023,C-67,634.0
2470,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Ward,I.V Set Vented with Needle  [C-67],Slow Moving,6.34,23000267,14-Jun-2023 11:12,31-May-2026,0,100,425,Issue,,1031230600050,Offline Issue to Sub-Store : DH Barnala Ward Transaction No. 1031230600050 Document Date : 12-Jun-2023,12-Jun-2023,C-67,634.0
2471,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Labetalol inj  [M-250],Slow Moving,29.68,22306102,09-Jan-2023 15:20,31-Jul-2024,0,50,50,Issue,,1031230100009,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230100009 Document Date : 03-Jan-2023,03-Jan-2023,M-250,1484.0
2472,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Labetalol inj  [M-250],Slow Moving,29.68,22306102,24-Jan-2023 09:54,31-Jul-2024,0,50,0,Issue,,1031230100068,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230100068 Document Date : 20-Jan-2023,20-Jan-2023,M-250,1484.0
2473,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Labetalol inj  [M-250],Slow Moving,29.68,16326,02-Mar-2023 13:12,31-Aug-2024,0,80,120,Issue,,1031230300007,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230300007 Document Date : 28-Feb-2023,28-Feb-2023,M-250,2374.4
2474,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Labetalol inj  [M-250],Slow Moving,29.68,16325,02-Mar-2023 13:12,31-Aug-2024,0,20,100,Issue,,1031230300007,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230300007 Document Date : 28-Feb-2023,28-Feb-2023,M-250,593.6
2475,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Labetalol inj  [M-250],Slow Moving,29.68,16326,25-Mar-2023 10:07,31-Aug-2024,0,50,50,Issue,,1031230300055,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230300055 Document Date : 10-Mar-2023,10-Mar-2023,M-250,1484.0
2476,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Labetalol inj  [M-250],Slow Moving,29.68,16326,05-Apr-2023 12:08,31-Aug-2024,0,50,0,Issue,,1031230400025,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230400025 Document Date : 24-Mar-2023,24-Mar-2023,M-250,1484.0
2477,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Labetalol inj  [M-250],Slow Moving,29.68,I-5493,17-Apr-2023 13:02,30-Nov-2024,0,100,100,Issue,,1031230400087,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230400087 Document Date : 13-Apr-2023,13-Apr-2023,M-250,2968.0
2478,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Labor Room,Labetalol inj  [M-250],Slow Moving,29.68,I-5493,18-Apr-2023 08:32,30-Nov-2024,0,50,50,Issue,,1031230400091,Offline Issue to Sub-Store : DH Barnala Labor Room Transaction No. 1031230400091 Document Date : 15-Apr-2023,15-Apr-2023,M-250,1484.0
2479,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Labetalol inj  [M-250],Slow Moving,29.68,I-5493,29-May-2023 09:18,30-Nov-2024,0,20,30,Issue,,1031230500124,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230500124 Document Date : 27-May-2023,27-May-2023,M-250,593.6
2480,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Labetalol inj  [M-250],Slow Moving,29.68,I-5493,09-Jun-2023 17:47,30-Nov-2024,0,30,0,Issue,,1031230600019,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230600019 Document Date : 03-Jun-2023,03-Jun-2023,M-250,890.4
2481,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Labetalol inj  [M-250],Slow Moving,29.68,R000523,19-Jun-2023 13:54,31-Jan-2025,0,10,40,Issue,,1031230600073,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230600073 Document Date : 14-Jun-2023,14-Jun-2023,M-250,296.8
2482,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Labetalol Tab 100 mg  [M-249],Medium Moving,178.08,23S1GTA148,28-Apr-2023 12:21,31-Jan-2025,0,200,800,Issue,,1031230400113,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230400113 Document Date : 28-Apr-2023,28-Apr-2023,M-249,35616.0
2483,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Labetalol Tab 100 mg  [M-249],Medium Moving,178.08,23S1GTA148,02-May-2023 13:12,31-Jan-2025,0,300,500,Issue,,1031230500005,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230500005 Document Date : 02-May-2023,02-May-2023,M-249,53424.00000000001
2484,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Lactulose 3.335gm/5ml Syrup  [M-251],Medium Moving,38.59,LX-6110,25-Jan-2023 13:04,29-Feb-2024,0,132,30,Issue,,1031230100075,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230100075 Document Date : 24-Jan-2023,24-Jan-2023,M-251,5093.88
2485,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Lactulose 3.335gm/5ml Syrup  [M-251],Medium Moving,38.59,LX-6150,28-Jan-2023 11:13,31-Mar-2024,0,30,0,Issue,,1031230100084,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230100084 Document Date : 14-Jan-2023,14-Jan-2023,M-251,1157.7
2486,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Lactulose 3.335gm/5ml Syrup  [M-251],Medium Moving,38.59,LX-6327,17-Mar-2023 11:16,30-Jun-2024,0,160,800,Issue,,1031230300036,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230300036 Document Date : 17-Mar-2023,17-Mar-2023,M-251,6174.400000000001
2487,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Lactulose 3.335gm/5ml Syrup  [M-251],Medium Moving,38.59,LX-6326,18-Mar-2023 14:23,30-Jun-2024,0,270,530,Issue,,1031230300047,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230300047 Document Date : 16-Mar-2023,16-Mar-2023,M-251,10419.300000000001
2488,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Lactulose 3.335gm/5ml Syrup  [M-251],Medium Moving,38.59,LX-6327,18-Mar-2023 14:23,30-Jun-2024,0,50,480,Issue,,1031230300047,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230300047 Document Date : 16-Mar-2023,16-Mar-2023,M-251,1929.5000000000002
2489,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Lactulose 3.335gm/5ml Syrup  [M-251],Medium Moving,38.59,LX-6326,25-Mar-2023 09:46,30-Jun-2024,0,160,320,Issue,,1031230300054,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230300054 Document Date : 25-Mar-2023,25-Mar-2023,M-251,6174.400000000001
2490,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Lactulose 3.335gm/5ml Syrup  [M-251],Medium Moving,38.59,LX-6326,12-Apr-2023 10:56,30-Jun-2024,0,160,160,Issue,,1031230400056,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230400056 Document Date : 10-Apr-2023,10-Apr-2023,M-251,6174.400000000001
2491,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Lactulose 3.335gm/5ml Syrup  [M-251],Medium Moving,38.59,LX-6326,28-Apr-2023 12:21,30-Jun-2024,0,160,800,Issue,,1031230400113,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230400113 Document Date : 28-Apr-2023,28-Apr-2023,M-251,6174.400000000001
2492,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Lactulose 3.335gm/5ml Syrup  [M-251],Medium Moving,38.59,LX-6328,02-May-2023 13:12,30-Jun-2024,0,160,640,Issue,,1031230500005,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230500005 Document Date : 02-May-2023,02-May-2023,M-251,6174.400000000001
2493,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Lactulose 3.335gm/5ml Syrup  [M-251],Medium Moving,38.59,LX-6328,09-May-2023 10:46,30-Jun-2024,0,320,320,Issue,,1031230500022,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230500022 Document Date : 08-May-2023,08-May-2023,M-251,12348.800000000001
2494,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Lactulose 3.335gm/5ml Syrup  [M-251],Medium Moving,38.59,LX-6328,14-Jun-2023 10:58,30-Jun-2024,0,160,160,Issue,,1031230600048,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230600048 Document Date : 10-Jun-2023,10-Jun-2023,M-251,6174.400000000001
2495,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LCTZ-14,28-Jan-2023 11:13,30-Sep-2024,0,1800,253800,Issue,,1031230100084,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230100084 Document Date : 14-Jan-2023,14-Jan-2023,M-124,53748.0
2496,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LCTZ-15,02-Feb-2023 09:49,30-Sep-2024,0,22000,275800,Issue,,1031230200007,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230200007 Document Date : 01-Feb-2023,01-Feb-2023,M-124,656920.0
2497,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LCTZ-15,06-Feb-2023 10:44,30-Sep-2024,0,2000,273800,Issue,,1031230200014,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230200014 Document Date : 06-Feb-2023,06-Feb-2023,M-124,59720.0
2498,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LCTZ-15,07-Feb-2023 10:26,30-Sep-2024,0,2000,271800,Issue,,1031230200015,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230200015 Document Date : 07-Feb-2023,07-Feb-2023,M-124,59720.0
2499,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LCTZ-15,23-Feb-2023 11:01,30-Sep-2024,0,1000,270800,Issue,,1031230200093,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230200093 Document Date : 23-Feb-2023,23-Feb-2023,M-124,29860.0
2500,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LCTZ-15,27-Feb-2023 11:18,30-Sep-2024,0,3000,267800,Issue,,1031230200107,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230200107 Document Date : 27-Feb-2023,27-Feb-2023,M-124,89580.0
2501,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LCTZ-15,08-Mar-2023 14:33,30-Sep-2024,0,7000,260800,Issue,,1031230300017,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230300017 Document Date : 06-Mar-2023,06-Mar-2023,M-124,209020.0
2502,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LCTZ-15,17-Mar-2023 11:16,30-Sep-2024,0,5000,277800,Issue,,1031230300036,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230300036 Document Date : 17-Mar-2023,17-Mar-2023,M-124,149300.0
2503,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LCTZ-15,18-Mar-2023 14:23,30-Sep-2024,0,2000,275800,Issue,,1031230300047,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230300047 Document Date : 16-Mar-2023,16-Mar-2023,M-124,59720.0
2504,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LOP-501,18-Mar-2023 14:23,31-Oct-2024,0,8000,267800,Issue,,1031230300047,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230300047 Document Date : 16-Mar-2023,16-Mar-2023,M-124,238880.0
2505,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LOP-501,25-Mar-2023 09:46,31-Oct-2024,0,5000,262800,Issue,,1031230300054,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230300054 Document Date : 25-Mar-2023,25-Mar-2023,M-124,149300.0
2506,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LOP-501,12-Apr-2023 11:02,31-Oct-2024,0,8000,254800,Issue,,1031230400057,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230400057 Document Date : 10-Apr-2023,10-Apr-2023,M-124,238880.0
2507,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LOP-501,28-Apr-2023 12:21,31-Oct-2024,0,1000,293800,Issue,,1031230400113,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230400113 Document Date : 28-Apr-2023,28-Apr-2023,M-124,29860.0
2508,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LCTA-04,28-Apr-2023 12:21,31-Jan-2025,0,1000,292800,Issue,,1031230400113,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230400113 Document Date : 28-Apr-2023,28-Apr-2023,M-124,29860.0
2509,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,UPHC Sandhu Patti,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LCTA-04,02-May-2023 13:12,31-Jan-2025,0,5000,287800,Issue,,1031230500005,Offline Issue to Sub-Store : UPHC Sandhu Patti Transaction No. 1031230500005 Document Date : 02-May-2023,02-May-2023,M-124,149300.0
2510,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala OPD,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LCTA-04,09-May-2023 13:53,31-Jan-2025,0,20000,267800,Issue,,1031230500043,Offline Issue to Sub-Store : DH Barnala OPD Transaction No. 1031230500043 Document Date : 08-May-2023,08-May-2023,M-124,597200.0
2511,DH Barnala,Both,ISSUED_TO_STORE_OFFLINE,AAC UPHC Prem Nagar,Levo Cetrizine Tab 5 mg  [M-124],Fast Moving,29.86,LCTA-03,26-May-2023 11:50,31-Jan-2025,0,4000,303800,Issue,,1031230500109,Offline Issue to Sub-Store : AAC UPHC Prem Nagar Transaction No. 1031230500109 Document Date : 26-May-2023,26-May-2023,M-124,119440.0
2512,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Levo Salbutamol Respirator 0.31 mg / 2.5 ml  [M-252],Slow Moving,3.9312,L820584,25-May-2023 10:12,31-May-2024,0,80,300,Issue,,1031230500097,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230500097 Document Date : 22-May-2023,22-May-2023,M-252,314.496
2513,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Dental Department,Lignocaine+ Adrenaline IP (each ml to contain Lignocaine 20.0mg and Adrenaline 0.01mg) Inj.  [M-126],Slow Moving,14.56,LA22213,25-May-2023 10:26,30-Nov-2023,0,150,85,Issue,,1031230500100,Offline Issue to Sub-Store : DH Barnala Dental Department Transaction No. 1031230500100 Document Date : 22-May-2023,22-May-2023,M-126,2184.0
2514,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala General OT,Lignocaine HCL Gel 2 % w/v  [M-128],Slow Moving,12.04,04,01-Apr-2023 10:22,31-Mar-2024,0,20,45,Issue,,1031230400002,Offline Issue to Sub-Store : DH Barnala General OT Transaction No. 1031230400002 Document Date : 20-Mar-2023,20-Mar-2023,M-128,240.79999999999998
2515,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala General OT,Lignocaine HCL Gel 2 % w/v  [M-128],Slow Moving,12.04,04,10-May-2023 10:28,31-Mar-2024,0,25,20,Issue,,1031230500046,Offline Issue to Sub-Store : DH Barnala General OT Transaction No. 1031230500046 Document Date : 09-May-2023,09-May-2023,M-128,301.0
2516,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Lignocaine HCL Gel 2 % w/v  [M-128],Slow Moving,12.04,04,25-May-2023 10:12,31-Mar-2024,0,20,50,Issue,,1031230500097,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230500097 Document Date : 22-May-2023,22-May-2023,M-128,240.79999999999998
2517,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Labor Room,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,A001805,23-Jan-2023 13:06,31-Jul-2025,0,25,715,Issue,,1031230100061,Offline Issue to Sub-Store : DH Barnala Labor Room Transaction No. 1031230100061 Document Date : 21-Jan-2023,21-Jan-2023,M-127,660.0
2518,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala General OT,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,LGIZ-23,24-Jan-2023 09:30,30-Sep-2024,0,20,695,Issue,,1031230100064,Offline Issue to Sub-Store : DH Barnala General OT Transaction No. 1031230100064 Document Date : 23-Jan-2023,23-Jan-2023,M-127,528.0
2519,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala General OT,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,A001805,24-Jan-2023 09:30,31-Jul-2025,0,5,690,Issue,,1031230100064,Offline Issue to Sub-Store : DH Barnala General OT Transaction No. 1031230100064 Document Date : 23-Jan-2023,23-Jan-2023,M-127,132.0
2520,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala General OT,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,LGIZ-23,31-Jan-2023 14:39,30-Sep-2024,0,20,670,Issue,,1031230100093,Offline Issue to Sub-Store : DH Barnala General OT Transaction No. 1031230100093 Document Date : 19-Dec-2022,19-Dec-2022,M-127,528.0
2521,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,LGIZ-23,08-Feb-2023 09:34,30-Sep-2024,0,10,660,Issue,,1031230200033,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230200033 Document Date : 04-Feb-2023,04-Feb-2023,M-127,264.0
2522,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Labor Room,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,LGIZ-23,13-Feb-2023 11:24,30-Sep-2024,0,25,635,Issue,,1031230200044,Offline Issue to Sub-Store : DH Barnala Labor Room Transaction No. 1031230200044 Document Date : 08-Feb-2023,08-Feb-2023,M-127,660.0
2523,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,LGIZ-23,13-Feb-2023 13:52,30-Sep-2024,0,25,610,Issue,,1031230200055,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230200055 Document Date : 13-Feb-2023,13-Feb-2023,M-127,660.0
2524,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Labor Room,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,LGIZ-23,17-Feb-2023 10:00,30-Sep-2024,0,25,585,Issue,,1031230200078,Offline Issue to Sub-Store : DH Barnala Labor Room Transaction No. 1031230200078 Document Date : 15-Feb-2023,15-Feb-2023,M-127,660.0
2525,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,LGIZ-23,23-Feb-2023 13:53,30-Sep-2024,0,10,575,Issue,,1031230200102,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230200102 Document Date : 23-Feb-2023,23-Feb-2023,M-127,264.0
2526,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,LGIZ-23,09-Mar-2023 13:38,30-Sep-2024,0,25,550,Issue,,1031230300022,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230300022 Document Date : 07-Mar-2023,07-Mar-2023,M-127,660.0
2527,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,LGIZ-23,25-Mar-2023 14:43,30-Sep-2024,0,25,525,Issue,,1031230300061,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230300061 Document Date : 17-Mar-2023,17-Mar-2023,M-127,660.0
2528,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala General OT,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,LGIZ-23,01-Apr-2023 12:55,30-Sep-2024,0,25,500,Issue,,1031230400007,Offline Issue to Sub-Store : DH Barnala General OT Transaction No. 1031230400007 Document Date : 20-Mar-2023,20-Mar-2023,M-127,660.0
2529,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Labor Room,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,LGIZ-23,11-Apr-2023 12:58,30-Sep-2024,0,10,490,Issue,,1031230400050,Offline Issue to Sub-Store : DH Barnala Labor Room Transaction No. 1031230400050 Document Date : 03-Apr-2023,03-Apr-2023,M-127,264.0
2530,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Labor Room,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,LGIZ-23,12-Apr-2023 10:44,30-Sep-2024,0,10,480,Issue,,1031230400054,Offline Issue to Sub-Store : DH Barnala Labor Room Transaction No. 1031230400054 Document Date : 10-Apr-2023,10-Apr-2023,M-127,264.0
2531,DH Barnala,Both,INTERNAL_CONSUMPTION,DH Barnala Emergency,Lignocaine HCL Inj 2 % w/v  [M-127],Slow Moving,26.4,LGIZ-23,17-Apr-2023 10:11,30-Sep-2024,0,25,455,Issue,,1031230400078,Offline Issue to Sub-Store : DH Barnala Emergency Transaction No. 1031230400078 Document Date : 06-Apr-2023,06-Apr-2023,M-127,660.0
